Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
12,05-08-2011,"9,88,713",0,91,3.8,129.18,13.5
12,12-08-2011,"9,55,914",0,91,3.7,129.2,13.5
12,19-08-2011,"9,66,817",0,92,3.7,129.24,13.5
12,26-08-2011,"10,17,593",0,95,3.7,129.28,13.5
12,02-09-2011,"10,52,051",0,94,3.8,129.33,13.5
12,09-09-2011,"9,22,851",1,88,3.9,129.37,13.5
12,16-09-2011,"8,89,290",0,76,3.9,129.43,13.5
12,23-09-2011,"8,71,693",0,83,3.8,129.52,13.5
12,30-09-2011,"8,66,401",0,83,3.9,129.61,13.5
12,07-10-2011,"9,51,245",0,70,3.8,129.69,12.89
12,14-10-2011,"9,27,600",0,67,3.8,129.77,12.89
12,21-10-2011,"9,38,605",0,73,3.8,129.78,12.89
12,28-10-2011,"9,90,926",0,67,3.7,129.79,12.89
12,04-11-2011,"10,51,945",0,60,3.8,129.81,12.89
12,11-11-2011,"10,95,092",0,49,3.8,129.82,12.89
12,18-11-2011,"9,70,641",0,54,3.8,129.83,12.89
12,25-11-2011,"15,91,920",1,53,3.6,129.84,12.89
12,02-12-2011,"10,71,383",0,53,3.7,129.85,12.89
12,09-12-2011,"11,89,646",0,42,3.6,129.86,12.89
12,16-12-2011,"12,93,404",0,43,3.6,129.9,12.89
12,23-12-2011,"16,17,612",0,45,3.5,129.98,12.89
12,30-12-2011,"11,11,638",1,45,3.4,130.07,12.89
12,06-01-2012,"9,45,824",0,50,3.6,130.16,12.19
12,13-01-2012,"8,65,468",0,48,3.7,130.24,12.19
12,20-01-2012,"8,55,923",0,46,3.7,130.28,12.19
12,27-01-2012,"8,88,204",0,50,3.7,130.31,12.19
12,03-02-2012,"10,58,768",0,51,3.7,130.35,12.19
12,10-02-2012,"11,99,331",1,52,3.7,130.38,12.19
12,17-02-2012,"12,40,049",0,52,3.8,130.45,12.19
12,24-02-2012,"11,12,035",0,53,4,130.55,12.19
12,02-03-2012,"11,47,637",0,52,4.2,130.65,12.19
12,09-03-2012,"11,13,209",0,55,4.3,130.74,12.19
12,16-03-2012,"10,88,499",0,64,4.3,130.83,12.19
12,23-03-2012,"10,45,420",0,56,4,130.9,12.19
12,30-03-2012,"10,25,382",0,64,4.3,130.97,12.19
12,06-04-2012,"11,28,766",0,64,4.1,131.04,11.63
12,13-04-2012,"10,83,811",0,64,4.3,131.11,11.63
12,20-04-2012,"10,06,487",0,67,4.2,131.12,11.63
12,27-04-2012,"10,04,252",0,78,4.2,131.13,11.63
12,04-05-2012,"10,73,434",0,76,4.2,131.14,11.63
12,11-05-2012,"10,41,995",0,77,4.2,131.15,11.63
12,18-05-2012,"10,20,486",0,85,4.1,131.1,11.63
12,25-05-2012,"9,91,514",0,84,4.3,131.03,11.63
12,01-06-2012,"9,81,345",0,78,4.3,130.96,11.63
12,08-06-2012,"10,86,231",0,85,4.1,130.89,11.63
12,15-06-2012,"10,19,556",0,86,4.1,130.83,11.63
12,22-06-2012,"9,81,386",0,92,4,130.79,11.63
12,29-06-2012,"9,43,125",0,90,3.9,130.76,11.63
12,06-07-2012,"10,14,899",0,89,3.8,130.72,10.93
12,13-07-2012,"9,60,313",0,96,3.7,130.68,10.93
12,20-07-2012,"9,41,550",0,86,3.7,130.7,10.93
12,27-07-2012,"9,16,968",0,93,3.8,130.72,10.93
12,03-08-2012,"9,58,667",0,88,3.8,130.74,10.93
12,10-08-2012,"9,84,690",0,96,3.8,130.76,10.93
12,17-08-2012,"10,05,003",0,95,4,130.79,10.93
12,24-08-2012,"10,48,101",0,85,4.1,130.84,10.93
12,31-08-2012,"10,61,943",0,90,4.1,130.89,10.93
12,07-09-2012,"9,55,146",1,89,4.1,130.93,10.93
12,14-09-2012,"8,85,892",0,84,4.1,130.98,10.93
12,21-09-2012,"9,22,735",0,83,4.1,131.01,10.93
12,28-09-2012,"8,80,416",0,81,4,131.04,10.93
12,05-10-2012,"9,79,826",0,82,4,131.08,10.2
12,12-10-2012,"9,34,917",0,72,4.5,131.11,10.2
12,19-10-2012,"9,60,945",0,69,4.4,131.15,10.2
12,26-10-2012,"9,74,698",0,66,4.3,131.19,10.2
13,05-02-2010,"19,67,221",0,32,2.7,126.44,8.32
13,12-02-2010,"20,30,933",1,33,2.7,126.5,8.32
13,19-02-2010,"19,70,275",0,36,2.7,126.53,8.32
13,26-02-2010,"18,17,850",0,30,2.7,126.55,8.32
13,05-03-2010,"19,39,980",0,41,2.7,126.58,8.32
13,12-03-2010,"18,40,687",0,38,2.7,126.6,8.32
13,19-03-2010,"18,79,795",0,42,2.8,126.61,8.32
13,26-03-2010,"18,82,096",0,41,2.8,126.61,8.32
13,02-04-2010,"21,42,482",0,42,2.8,126.6,8.11
13,09-04-2010,"18,98,321",0,39,2.9,126.6,8.11
13,16-04-2010,"18,19,660",0,50,2.9,126.56,8.11
13,23-04-2010,"19,09,331",0,56,2.9,126.47,8.11
13,30-04-2010,"17,85,823",0,48,2.9,126.38,8.11
13,07-05-2010,"20,05,478",0,44,2.9,126.29,8.11
13,14-05-2010,"18,90,273",0,50,3,126.21,8.11
13,21-05-2010,"18,53,658",0,58,3,126.18,8.11
13,28-05-2010,"18,77,359",0,53,2.9,126.16,8.11
13,04-06-2010,"20,22,705",0,60,2.9,126.14,8.11
13,11-06-2010,"20,37,881",0,65,2.8,126.11,8.11
13,18-06-2010,"20,03,435",0,58,2.8,126.11,8.11
13,25-06-2010,"19,70,340",0,72,2.8,126.13,8.11
13,02-07-2010,"20,18,315",0,79,2.8,126.14,7.95
13,09-07-2010,"18,70,844",0,71,2.8,126.15,7.95
13,16-07-2010,"19,32,231",0,78,2.8,126.15,7.95
13,23-07-2010,"19,07,351",0,82,2.8,126.13,7.95
13,30-07-2010,"18,17,887",0,79,2.8,126.11,7.95
13,06-08-2010,"19,69,121",0,81,2.8,126.09,7.95
13,13-08-2010,"18,77,593",0,75,2.8,126.06,7.95
13,20-08-2010,"19,97,398",0,76,2.9,126.08,7.95
13,27-08-2010,"19,08,278",0,75,2.9,126.09,7.95
13,03-09-2010,"19,11,853",0,66,2.9,126.1,7.95
13,10-09-2010,"17,72,144",1,66,2.9,126.11,7.95
13,17-09-2010,"17,90,280",0,67,2.9,126.15,7.95
13,24-09-2010,"17,05,655",0,68,2.9,126.19,7.95
13,01-10-2010,"17,65,584",0,69,2.9,126.23,7.8
13,08-10-2010,"18,71,924",0,63,2.8,126.28,7.8
13,15-10-2010,"18,51,431",0,54,2.8,126.33,7.8
13,22-10-2010,"17,96,950",0,57,2.8,126.38,7.8
13,29-10-2010,"18,87,895",0,45,2.8,126.44,7.8
13,05-11-2010,"18,54,968",0,50,2.8,126.49,7.8
13,12-11-2010,"19,39,965",0,43,2.8,126.55,7.8
13,19-11-2010,"19,25,394",0,42,2.8,126.61,7.8
13,26-11-2010,"27,66,400",1,28,2.8,126.67,7.8
13,03-12-2010,"20,83,380",0,26,2.8,126.73,7.8
13,10-12-2010,"24,61,468",0,37,2.8,126.79,7.8
13,17-12-2010,"27,71,647",0,35,2.8,126.88,7.8
13,24-12-2010,"35,95,903",0,35,2.8,126.98,7.8
13,31-12-2010,"16,75,292",1,27,2.9,127.09,7.8
13,07-01-2011,"17,44,544",0,17,2.9,127.19,7.47
13,14-01-2011,"16,82,316",0,21,2.9,127.3,7.47
13,21-01-2011,"17,70,177",0,35,2.9,127.44,7.47
13,28-01-2011,"16,33,663",0,32,3,127.58,7.47
13,04-02-2011,"18,48,187",0,23,3,127.72,7.47
13,11-02-2011,"19,44,439",1,31,3,127.86,7.47
13,18-02-2011,"20,03,481",0,41,3.1,128,7.47
13,25-02-2011,"18,31,934",0,33,3.1,128.13,7.47
13,04-03-2011,"18,94,961",0,34,3.2,128.26,7.47
13,11-03-2011,"18,52,433",0,41,3.3,128.4,7.47
13,18-03-2011,"18,52,444",0,45,3.4,128.51,7.47
13,25-03-2011,"18,07,545",0,42,3.4,128.62,7.47
13,01-04-2011,"18,64,239",0,42,3.5,128.72,7.19
13,08-04-2011,"18,87,465",0,43,3.5,128.82,7.19
13,15-04-2011,"19,50,994",0,42,3.6,128.91,7.19
13,22-04-2011,"21,24,316",0,48,3.7,128.96,7.19
13,29-04-2011,"18,95,583",0,44,3.7,129,7.19
13,06-05-2011,"19,86,380",0,48,3.7,129.04,7.19
13,13-05-2011,"19,58,824",0,52,3.8,129.09,7.19
13,20-05-2011,"18,60,924",0,52,3.8,129.08,7.19
13,27-05-2011,"18,66,370",0,55,3.8,129.06,7.19
13,03-06-2011,"19,35,594",0,53,3.8,129.05,7.19
13,10-06-2011,"19,97,817",0,61,3.7,129.04,7.19
13,17-06-2011,"20,86,433",0,63,3.7,129.04,7.19
13,24-06-2011,"20,09,163",0,66,3.7,129.07,7.19
13,01-07-2011,"20,48,036",0,74,3.6,129.09,6.88
13,08-07-2011,"20,21,699",0,77,3.6,129.11,6.88
13,15-07-2011,"19,56,813",0,76,3.6,129.13,6.88
13,22-07-2011,"19,87,089",0,79,3.6,129.15,6.88
13,29-07-2011,"18,80,786",0,78,3.6,129.17,6.88
13,05-08-2011,"20,76,232",0,76,3.6,129.18,6.88
13,12-08-2011,"19,70,341",0,76,3.6,129.2,6.88
13,19-08-2011,"20,90,341",0,77,3.6,129.24,6.88
13,26-08-2011,"20,35,245",0,82,3.6,129.28,6.88
13,02-09-2011,"19,53,629",0,77,3.6,129.33,6.88
13,09-09-2011,"18,72,921",1,70,3.6,129.37,6.88
13,16-09-2011,"19,23,224",0,68,3.6,129.43,6.88
13,23-09-2011,"18,47,431",0,64,3.6,129.52,6.88
13,30-09-2011,"18,35,663",0,68,3.6,129.61,6.88
13,07-10-2011,"20,67,233",0,61,3.6,129.69,6.39
13,14-10-2011,"19,29,659",0,52,3.6,129.77,6.39
13,21-10-2011,"19,73,544",0,55,3.6,129.78,6.39
13,28-10-2011,"19,48,734",0,47,3.6,129.79,6.39
13,04-11-2011,"20,36,318",0,44,3.5,129.81,6.39
13,11-11-2011,"21,11,592",0,34,3.5,129.82,6.39
13,18-11-2011,"20,16,324",0,41,3.5,129.83,6.39
13,25-11-2011,"28,64,171",1,39,3.4,129.84,6.39
13,02-12-2011,"20,51,316",0,34,3.4,129.85,6.39
13,09-12-2011,"24,62,779",0,25,3.3,129.86,6.39
13,16-12-2011,"27,60,347",0,28,3.3,129.9,6.39
13,23-12-2011,"35,56,766",0,25,3.2,129.98,6.39
13,30-12-2011,"19,69,057",1,32,3.1,130.07,6.39
13,06-01-2012,"18,65,753",0,34,3.1,130.16,6.1
13,13-01-2012,"17,94,963",0,26,3.1,130.24,6.1
13,20-01-2012,"18,11,606",0,33,3,130.28,6.1
13,27-01-2012,"17,33,983",0,34,3.1,130.31,6.1
13,03-02-2012,"19,27,781",0,31,3.1,130.35,6.1
13,10-02-2012,"20,69,285",1,34,3.1,130.38,6.1
13,17-02-2012,"22,14,477",0,37,3.1,130.45,6.1
13,24-02-2012,"19,29,768",0,35,3.1,130.55,6.1
13,02-03-2012,"19,69,743",0,32,3.2,130.65,6.1
13,09-03-2012,"19,86,446",0,38,3.4,130.74,6.1
13,16-03-2012,"20,25,583",0,53,3.5,130.83,6.1
13,23-03-2012,"19,04,422",0,48,3.7,130.9,6.1
13,30-03-2012,"19,48,983",0,53,3.7,130.97,6.1
13,06-04-2012,"22,71,615",0,49,3.8,131.04,5.97
13,13-04-2012,"20,57,638",0,52,3.8,131.11,5.97
13,20-04-2012,"19,55,689",0,50,3.8,131.12,5.97
13,27-04-2012,"19,70,122",0,65,3.8,131.13,5.97
13,04-05-2012,"19,95,995",0,54,3.8,131.14,5.97
13,11-05-2012,"20,80,764",0,56,3.8,131.15,5.97
13,18-05-2012,"21,31,901",0,65,3.8,131.1,5.97
13,25-05-2012,"20,43,349",0,62,3.8,131.03,5.97
13,01-06-2012,"20,35,431",0,61,3.8,130.96,5.97
13,08-06-2012,"21,82,438",0,68,3.8,130.89,5.97
13,15-06-2012,"21,52,229",0,66,3.8,130.83,5.97
13,22-06-2012,"20,94,373",0,73,3.7,130.79,5.97
13,29-06-2012,"20,37,664",0,82,3.7,130.76,5.97
13,06-07-2012,"21,84,980",0,79,3.6,130.72,5.77
13,13-07-2012,"20,02,751",0,84,3.6,130.68,5.77
13,20-07-2012,"20,53,089",0,76,3.6,130.7,5.77
13,27-07-2012,"19,14,431",0,80,3.5,130.72,5.77
13,03-08-2012,"20,44,148",0,82,3.5,130.74,5.77
13,10-08-2012,"20,41,020",0,82,3.5,130.76,5.77
13,17-08-2012,"20,95,769",0,79,3.5,130.79,5.77
13,24-08-2012,"20,59,458",0,77,3.6,130.84,5.77
13,31-08-2012,"20,73,855",0,79,3.6,130.89,5.77
13,07-09-2012,"21,65,796",1,71,3.7,130.93,5.77
13,14-09-2012,"19,19,917",0,69,3.7,130.98,5.77
13,21-09-2012,"19,38,380",0,68,3.8,131.01,5.77
13,28-09-2012,"19,27,664",0,65,3.8,131.04,5.77
13,05-10-2012,"20,41,919",0,62,3.8,131.08,5.62
13,12-10-2012,"19,99,079",0,55,3.8,131.11,5.62
13,19-10-2012,"20,18,010",0,52,3.8,131.15,5.62
13,26-10-2012,"20,35,190",0,47,3.8,131.19,5.62
14,05-02-2010,"26,23,470",0,27,2.8,181.87,8.99
14,12-02-2010,"17,04,219",1,28,2.8,181.98,8.99
14,19-02-2010,"22,04,557",0,31,2.7,182.03,8.99
14,26-02-2010,"20,95,592",0,35,2.8,182.08,8.99
14,05-03-2010,"22,37,545",0,37,2.8,182.12,8.99
14,12-03-2010,"21,56,035",0,46,2.8,182.16,8.99
14,19-03-2010,"20,66,219",0,49,2.8,182.08,8.99
14,26-03-2010,"20,50,396",0,54,2.9,181.97,8.99
14,02-04-2010,"24,95,631",0,48,2.9,181.87,8.9
14,09-04-2010,"22,58,781",0,65,2.9,181.76,8.9
14,16-04-2010,"21,21,789",0,54,2.9,181.69,8.9
14,23-04-2010,"21,38,145",0,53,2.9,181.68,8.9
14,30-04-2010,"20,82,355",0,53,2.9,181.66,8.9
14,07-05-2010,"23,70,117",0,71,3,181.65,8.9
14,14-05-2010,"21,29,771",0,54,3,181.66,8.9
14,21-05-2010,"21,08,187",0,63,3,181.85,8.9
14,28-05-2010,"22,27,152",0,69,2.9,182.05,8.9
14,04-06-2010,"23,63,601",0,76,2.8,182.24,8.9
14,11-06-2010,"22,49,570",0,70,2.8,182.43,8.9
14,18-06-2010,"22,48,646",0,73,2.8,182.44,8.9
14,25-06-2010,"22,46,180",0,79,2.8,182.38,8.9
14,02-07-2010,"23,34,788",0,77,2.8,182.32,8.74
14,09-07-2010,"22,36,209",0,82,2.8,182.26,8.74
14,16-07-2010,"21,30,287",0,78,2.8,182.26,8.74
14,23-07-2010,"20,44,155",0,81,2.8,182.35,8.74
14,30-07-2010,"20,54,843",0,80,2.8,182.44,8.74
14,06-08-2010,"22,19,814",0,77,2.8,182.53,8.74
14,13-08-2010,"20,52,985",0,78,2.8,182.62,8.74
14,20-08-2010,"20,57,138",0,76,2.8,182.62,8.74
14,27-08-2010,"20,20,332",0,71,2.8,182.61,8.74
14,03-09-2010,"21,82,564",0,78,2.7,182.6,8.74
14,10-09-2010,"21,91,768",1,71,2.7,182.6,8.74
14,17-09-2010,"19,53,540",0,67,2.7,182.62,8.74
14,24-09-2010,"18,79,891",0,69,2.7,182.67,8.74
14,01-10-2010,"18,55,704",0,71,2.7,182.72,8.72
14,08-10-2010,"20,91,663",0,56,2.8,182.76,8.72
14,15-10-2010,"19,32,163",0,59,2.9,182.81,8.72
14,22-10-2010,"19,36,621",0,53,2.9,182.86,8.72
14,29-10-2010,"19,84,768",0,61,2.9,182.9,8.72
14,05-11-2010,"20,78,417",0,46,2.9,182.95,8.72
14,12-11-2010,"20,92,189",0,46,2.9,182.99,8.72
14,19-11-2010,"19,68,463",0,50,3,182.9,8.72
14,26-11-2010,"29,21,710",1,46,3,182.78,8.72
14,03-12-2010,"22,58,490",0,41,3,182.67,8.72
14,10-12-2010,"26,00,519",0,31,3.1,182.55,8.72
14,17-12-2010,"27,62,861",0,31,3.1,182.52,8.72
14,24-12-2010,"38,18,686",0,31,3.1,182.54,8.72
14,31-12-2010,"16,23,716",1,30,3.2,182.57,8.72
14,07-01-2011,"18,64,746",0,34,3.2,182.6,8.55
14,14-01-2011,"16,99,096",0,25,3.2,182.66,8.55
14,21-01-2011,"17,43,189",0,31,3.2,182.92,8.55
14,28-01-2011,"16,13,718",0,24,3.2,183.18,8.55
14,04-02-2011,"19,95,892",0,29,3.2,183.44,8.55
14,11-02-2011,"19,80,405",1,30,3.2,183.7,8.55
14,18-02-2011,"20,19,032",0,41,3.2,183.94,8.55
14,25-02-2011,"18,75,709",0,36,3.3,184.16,8.55
14,04-03-2011,"20,41,216",0,39,3.4,184.39,8.55
14,11-03-2011,"19,31,105",0,45,3.6,184.61,8.55
14,18-03-2011,"19,32,491",0,47,3.6,184.81,8.55
14,25-03-2011,"18,79,451",0,42,3.6,184.99,8.55
14,01-04-2011,"18,69,111",0,37,3.6,185.18,8.52
14,08-04-2011,"20,37,799",0,49,3.7,185.36,8.52
14,15-04-2011,"19,74,961",0,54,3.8,185.53,8.52
14,22-04-2011,"22,56,461",0,53,3.9,185.67,8.52
14,29-04-2011,"19,30,618",0,66,4,185.8,8.52
14,06-05-2011,"20,95,600",0,58,4,185.94,8.52
14,13-05-2011,"20,04,330",0,60,4.1,186.07,8.52
14,20-05-2011,"19,59,968",0,62,4.1,185.97,8.52
14,27-05-2011,"20,80,694",0,70,4,185.86,8.52
14,03-06-2011,"20,79,899",0,76,3.9,185.75,8.52
14,10-06-2011,"21,32,446",0,74,3.9,185.65,8.52
14,17-06-2011,"20,82,083",0,69,3.8,185.67,8.52
14,24-06-2011,"20,69,524",0,75,3.8,185.79,8.52
14,01-07-2011,"20,74,668",0,74,3.7,185.91,8.63
14,08-07-2011,"20,63,401",0,77,3.7,186.03,8.63
14,15-07-2011,"19,53,545",0,78,3.8,186.14,8.63
14,22-07-2011,"18,82,071",0,82,3.8,186.22,8.63
14,29-07-2011,"18,71,021",0,81,3.8,186.3,8.63
14,05-08-2011,"20,66,021",0,78,3.8,186.37,8.63
14,12-08-2011,"19,28,774",0,77,3.8,186.45,8.63
14,19-08-2011,"18,96,874",0,73,3.7,186.51,8.63
14,26-08-2011,"22,73,471",0,73,3.7,186.56,8.63
14,02-09-2011,"17,50,891",0,71,3.7,186.62,8.63
14,09-09-2011,"22,02,743",1,71,3.7,186.67,8.63
14,16-09-2011,"18,64,638",0,69,3.7,186.8,8.63
14,23-09-2011,"18,71,556",0,64,3.7,187.03,8.63
14,30-09-2011,"18,09,989",0,71,3.6,187.26,8.63
14,07-10-2011,"20,78,797",0,56,3.6,187.48,8.52
14,14-10-2011,"18,90,871",0,64,3.5,187.69,8.52
14,21-10-2011,"20,09,005",0,60,3.6,187.78,8.52
14,28-10-2011,"20,56,846",0,52,3.6,187.88,8.52
14,04-11-2011,"21,74,057",0,44,3.6,187.97,8.52
14,11-11-2011,"20,81,535",0,48,3.5,188.06,8.52
14,18-11-2011,"19,69,361",0,51,3.5,188.2,8.52
14,25-11-2011,"26,85,352",1,49,3.5,188.35,8.52
14,02-12-2011,"21,43,081",0,50,3.5,188.5,8.52
14,09-12-2011,"24,70,581",0,47,3.4,188.65,8.52
14,16-12-2011,"25,94,363",0,40,3.4,188.8,8.52
14,23-12-2011,"33,69,069",0,42,3.4,188.93,8.52
14,30-12-2011,"19,14,149",1,38,3.4,189.06,8.52
14,06-01-2012,"18,59,145",0,36,3.4,189.19,8.42
14,13-01-2012,"16,96,248",0,41,3.5,189.33,8.42
14,20-01-2012,"17,89,113",0,32,3.5,189.42,8.42
14,27-01-2012,"15,95,362",0,38,3.6,189.52,8.42
14,03-02-2012,"18,77,410",0,43,3.6,189.61,8.42
14,10-02-2012,"20,77,256",1,37,3.6,189.71,8.42
14,17-02-2012,"20,20,551",0,37,3.7,189.84,8.42
14,24-02-2012,"18,75,040",0,43,3.7,190.01,8.42
14,02-03-2012,"19,26,005",0,42,3.8,190.17,8.42
14,09-03-2012,"20,20,839",0,46,3.8,190.34,8.42
14,16-03-2012,"19,41,041",0,51,3.9,190.46,8.42
14,23-03-2012,"18,93,448",0,59,3.9,190.54,8.42
14,30-03-2012,"19,05,033",0,50,4,190.61,8.42
14,06-04-2012,"23,76,022",0,50,4,190.69,8.57
14,13-04-2012,"19,12,910",0,52,4,190.76,8.57
14,20-04-2012,"18,75,686",0,63,4,190.81,8.57
14,27-04-2012,"17,84,030",0,53,4,190.87,8.57
14,04-05-2012,"19,49,354",0,55,4,190.92,8.57
14,11-05-2012,"19,87,531",0,61,3.9,190.98,8.57
14,18-05-2012,"19,32,233",0,66,3.8,191,8.57
14,25-05-2012,"20,30,870",0,67,3.8,191,8.57
14,01-06-2012,"20,49,485",0,74,3.7,191.01,8.57
14,08-06-2012,"20,99,616",0,64,3.7,191.02,8.57
14,15-06-2012,"19,05,734",0,72,3.6,191.03,8.57
14,22-06-2012,"16,60,229",0,74,3.6,191.06,8.57
14,29-06-2012,"15,91,835",0,75,3.5,191.1,8.57
14,06-07-2012,"18,62,129",0,83,3.5,191.13,8.68
14,13-07-2012,"15,44,422",0,80,3.5,191.17,8.68
14,20-07-2012,"15,53,250",0,79,3.6,191.17,8.68
14,27-07-2012,"14,79,515",0,77,3.6,191.17,8.68
14,03-08-2012,"16,56,886",0,77,3.7,191.16,8.68
14,10-08-2012,"16,48,570",0,79,3.7,191.16,8.68
14,17-08-2012,"16,60,433",0,76,3.8,191.23,8.68
14,24-08-2012,"16,21,841",0,73,3.8,191.34,8.68
14,31-08-2012,"16,13,342",0,75,3.9,191.46,8.68
14,07-09-2012,"19,04,512",1,76,3.9,191.58,8.68
14,14-09-2012,"15,54,794",0,68,3.9,191.7,8.68
14,21-09-2012,"15,65,352",0,65,4,191.86,8.68
14,28-09-2012,"15,22,512",0,65,4,192.01,8.68
14,05-10-2012,"16,87,592",0,65,4,192.17,8.67
14,12-10-2012,"16,39,586",0,54,4,192.33,8.67
14,19-10-2012,"15,90,275",0,56,4,192.33,8.67
14,26-10-2012,"17,04,358",0,59,3.9,192.31,8.67
15,05-02-2010,"6,52,122",0,20,3,131.53,8.35
15,12-02-2010,"6,82,447",1,22,2.9,131.59,8.35
15,19-02-2010,"6,60,839",0,28,2.9,131.64,8.35
15,26-02-2010,"5,64,883",0,30,2.9,131.69,8.35
15,05-03-2010,"6,05,325",0,32,2.9,131.74,8.35
15,12-03-2010,"6,04,174",0,41,2.9,131.78,8.35
15,19-03-2010,"5,93,711",0,45,3,131.82,8.35
15,26-03-2010,"5,92,111",0,40,3,131.86,8.35
15,02-04-2010,"7,18,471",0,45,3,131.9,8.19
15,09-04-2010,"6,34,606",0,58,3,131.94,8.19
15,16-04-2010,"6,41,209",0,50,3,131.98,8.19
15,23-04-2010,"6,43,098",0,47,3,132.02,8.19
15,30-04-2010,"5,70,791",0,49,3,132.06,8.19
15,07-05-2010,"6,61,349",0,63,3.1,132.11,8.19
15,14-05-2010,"5,94,385",0,47,3.1,132.15,8.19
15,21-05-2010,"6,16,598",0,59,3.1,132.22,8.19
15,28-05-2010,"7,44,773",0,71,3,132.29,8.19
15,04-06-2010,"6,93,193",0,70,3,132.36,8.19
15,11-06-2010,"6,19,337",0,61,3,132.44,8.19
15,18-06-2010,"6,52,330",0,66,2.9,132.47,8.19
15,25-06-2010,"6,72,194",0,73,3,132.5,8.19
15,02-07-2010,"7,09,337",0,66,3,132.52,8.1
15,09-07-2010,"6,91,498",0,77,2.9,132.55,8.1
15,16-07-2010,"6,33,204",0,73,2.9,132.57,8.1
15,23-07-2010,"5,98,553",0,73,2.9,132.58,8.1
15,30-07-2010,"6,19,224",0,72,2.9,132.6,8.1
15,06-08-2010,"6,39,651",0,73,2.9,132.61,8.1
15,13-08-2010,"6,22,437",0,72,2.9,132.63,8.1
15,20-08-2010,"6,37,090",0,71,2.9,132.66,8.1
15,27-08-2010,"6,49,791",0,65,2.9,132.69,8.1
15,03-09-2010,"6,38,647",0,73,2.9,132.72,8.1
15,10-09-2010,"6,41,965",1,62,2.8,132.76,8.1
15,17-09-2010,"5,83,211",0,58,2.8,132.77,8.1
15,24-09-2010,"5,48,542",0,63,2.8,132.76,8.1
15,01-10-2010,"5,66,946",0,60,2.8,132.76,8.07
15,08-10-2010,"5,91,604",0,52,2.9,132.75,8.07
15,15-10-2010,"5,77,011",0,50,3,132.76,8.07
15,22-10-2010,"6,00,396",0,47,3,132.82,8.07
15,29-10-2010,"5,98,302",0,55,3.1,132.87,8.07
15,05-11-2010,"6,12,988",0,40,3,132.92,8.07
15,12-11-2010,"6,19,640",0,40,3.1,132.98,8.07
15,19-11-2010,"6,08,201",0,44,3.1,132.92,8.07
15,26-11-2010,"11,20,019",1,41,3.2,132.84,8.07
15,03-12-2010,"7,54,135",0,36,3.2,132.76,8.07
15,10-12-2010,"8,47,294",0,24,3.3,132.68,8.07
15,17-12-2010,"9,83,825",0,25,3.3,132.68,8.07
15,24-12-2010,"13,68,318",0,25,3.3,132.75,8.07
15,31-12-2010,"5,43,754",1,27,3.3,132.82,8.07
15,07-01-2011,"5,09,641",0,31,3.4,132.88,7.77
15,14-01-2011,"4,79,424",0,20,3.4,132.95,7.77
15,21-01-2011,"4,87,311",0,22,3.4,133.03,7.77
15,28-01-2011,"4,81,120",0,20,3.4,133.11,7.77
15,04-02-2011,"5,56,551",0,21,3.4,133.18,7.77
15,11-02-2011,"5,82,864",1,22,3.4,133.26,7.77
15,18-02-2011,"6,49,994",0,33,3.4,133.37,7.77
15,25-02-2011,"5,47,564",0,21,3.5,133.49,7.77
15,04-03-2011,"5,73,374",0,28,3.6,133.61,7.77
15,11-03-2011,"5,37,035",0,34,3.8,133.74,7.77
15,18-03-2011,"5,51,554",0,40,3.8,133.85,7.77
15,25-03-2011,"5,27,389",0,33,3.8,133.96,7.77
15,01-04-2011,"5,42,556",0,30,3.8,134.07,7.66
15,08-04-2011,"5,87,371",0,41,3.9,134.18,7.66
15,15-04-2011,"6,07,691",0,49,4,134.28,7.66
15,22-04-2011,"6,55,318",0,41,4.1,134.36,7.66
15,29-04-2011,"5,60,764",0,55,4.1,134.44,7.66
15,06-05-2011,"6,30,523",0,50,4.2,134.51,7.66
15,13-05-2011,"6,30,483",0,57,4.2,134.59,7.66
15,20-05-2011,"5,93,942",0,57,4.2,134.68,7.66
15,27-05-2011,"6,36,193",0,66,4.1,134.77,7.66
15,03-06-2011,"6,95,396",0,70,4.1,134.86,7.66
15,10-06-2011,"6,42,680",0,70,4,134.94,7.66
15,17-06-2011,"6,39,929",0,64,4,135.08,7.66
15,24-06-2011,"6,56,595",0,70,4,135.27,7.66
15,01-07-2011,"6,74,669",0,67,3.9,135.45,7.81
15,08-07-2011,"6,35,118",0,73,3.9,135.63,7.81
15,15-07-2011,"6,24,115",0,73,3.9,135.78,7.81
15,22-07-2011,"6,07,475",0,80,4,135.87,7.81
15,29-07-2011,"5,77,511",0,75,4,135.96,7.81
15,05-08-2011,"6,07,961",0,74,4,136.05,7.81
15,12-08-2011,"5,90,836",0,71,4,136.14,7.81
15,19-08-2011,"5,99,489",0,70,3.9,136.18,7.81
15,26-08-2011,"6,05,413",0,69,3.9,136.21,7.81
15,02-09-2011,"6,49,160",0,68,3.9,136.24,7.81
15,09-09-2011,"6,07,594",1,68,3.9,136.27,7.81
15,16-09-2011,"5,45,052",0,62,3.9,136.31,7.81
15,23-09-2011,"5,45,571",0,59,3.9,136.37,7.81
15,30-09-2011,"5,21,297",0,65,3.9,136.42,7.81
15,07-10-2011,"5,79,069",0,51,3.8,136.47,7.87
